date,value
2025-02-26,6205530
2025-02-27,6209838
2025-02-28,6213387
2025-03-01,6217388
2025-03-02,6221137
2025-03-03,6228153
2025-03-04,6233539
2025-03-05,6238960
2025-03-06,6242845
2025-03-07,6247588
2025-03-08,6252249
2025-03-09,6256126
2025-03-11,6263652
2025-03-12,6267827
2025-03-13,6271574
2025-03-14,6275029
2025-03-15,6278681
2025-03-16,6282148
2025-03-18,6288603
2025-03-19,6295530
2025-03-20,6296454
2025-03-22,6304542
2025-03-23,6306928
2025-03-24,6309643
2025-03-25,6313825
2025-03-26,6317478
2025-03-27,6321175
2025-03-31,6334166
2025-04-01,6337602
2025-04-05,6353265
2025-04-06,6355516
2025-04-07,6358298
2025-04-08,6360721
2025-04-09,6364133
2025-04-10,6367801
2025-04-11,6370845
2025-04-12,6375687
2025-04-14,6380743
2025-04-16,6387003
2025-04-17,6389968
2025-04-18,6392881
2025-04-20,6398404
2025-04-24,6409658
2025-04-25,6412585
2025-04-26,6416005
2025-04-27,6418311
2025-04-28,6420897
2025-04-29,6424507
2025-04-30,6428193
2025-05-01,6431214
2025-05-02,6434319
2025-05-03,6436571
2025-05-04,6439302
2025-05-05,6442084
2025-05-06,6445450
2025-05-07,6448314
2025-05-08,6450798
2025-05-10,6456917
2025-05-11,6459858
2025-05-12,6462450
2025-05-13,6465961
2025-05-14,6469625
2025-05-15,6472897
2025-05-16,6475858
2025-05-17,6478968
2025-05-18,6481636
2025-05-19,6484845
2025-05-20,6487673
2025-05-21,6490845
2025-05-22,6494073
2025-05-23,6498159
2025-05-24,6500961
2025-05-28,6512266
2025-05-30,6519675
2025-06-01,6525569
2025-06-02,6527859
2025-06-03,6530817
2025-06-04,6533821
2025-06-05,6536746
2025-06-06,6539378
2025-06-07,6543190
2025-06-09,6547320
2025-06-10,6550490
2025-06-11,6553703
2025-06-12,6556585
2025-06-13,6560430
2025-06-14,6563616
2025-06-15,6566499
2025-06-16,6569809
2025-06-17,6573521
2025-06-18,6576760
2025-06-19,6580157
2025-06-20,6583123
2025-06-21,6585945
2025-06-22,6588286
2025-06-24,6596228
2025-06-25,6597002
2025-06-28,6606535
2025-06-29,6609451
2025-06-30,6612410
2025-07-01,6616384
2025-07-02,6620629
2025-07-03,6622741
2025-07-04,6626487
2025-07-05,6629508
2025-07-06,6633013
2025-07-08,6641433
2025-07-09,6644839
2025-07-12,6663378
2025-07-14,6674767
2025-07-16,6689454
2025-07-17,6696524
2025-07-20,6721314
2025-07-21,6733427
2025-07-23,6744114
2025-07-24,6750153
2025-07-28,6769479
2025-07-29,6774506
2025-07-30,6777511
2025-07-31,6782593
2025-08-01,6787884
2025-08-02,6794705
2025-08-03,6799897
2025-08-04,6802969
2025-08-05,6805759
2025-08-06,6809911
2025-08-07,6814376
2025-08-08,6818841
2025-08-09,6824740
2025-08-10,6829515
2025-08-11,6833965
2025-08-12,6838650
2025-08-13,6843487
2025-08-15,6855880
2025-08-16,6856555
2025-08-17,6860430
2025-08-20,6872736
2025-08-21,6881811
2025-08-23,6893312
2025-08-24,6897711
2025-08-26,6905345
2025-08-27,6909842
2025-08-28,6914637
2025-08-29,6922304
2025-08-30,6922695
2025-09-01,6930359
2025-09-02,6936124
2025-09-04,6941428
2025-09-07,6954769
2025-09-08,6955630
2025-09-10,6963773
2025-09-11,6967765
2025-09-12,6973220
2025-09-13,6975785
2025-09-14,6980466
2025-09-15,6983629
2025-09-16,6987860
2025-09-18,6995802
2025-09-19,7001723
2025-09-21,7008851
2025-09-22,7012540
2025-09-23,7016870
2025-09-25,7025650
2025-09-27,7035854
2025-09-28,7037410
2025-09-29,7041307
2025-09-30,7045944
