date,value
2025-01-16,193723671
2025-01-17,194200402
2025-01-18,194741498
2025-01-19,195084572
2025-01-21,195881081
2025-01-22,196278061
2025-01-23,196560877
2025-01-24,196677514
2025-01-25,197063239
2025-01-26,197101406
2025-01-27,197203564
2025-01-29,197655311
2025-01-30,197820572
2025-01-31,198005751
2025-02-01,198156295
2025-02-02,198273165
2025-02-03,198348735
2025-02-04,198647099
2025-02-05,198837498
2025-02-06,198985084
2025-02-07,199114610
2025-02-09,199421344
2025-02-10,199502647
2025-02-11,199633619
2025-02-12,199659582
2025-02-13,199724780
2025-02-14,199870445
2025-02-15,200056270
2025-02-16,200190412
2025-02-17,200278597
2025-02-19,200357184
2025-02-20,200448311
2025-02-21,200561624
2025-02-22,200766052
2025-02-23,200942963
2025-02-24,201066044
2025-02-25,201118689
2025-02-26,201155496
2025-02-27,201225918
2025-02-28,201261050
2025-03-01,201328080
2025-03-02,201388038
2025-03-03,201604420
2025-03-04,201772061
2025-03-05,201942858
2025-03-06,202066217
2025-03-07,202213190
2025-03-08,202325565
2025-03-09,202409495
2025-03-11,202492173
2025-03-12,202630271
2025-03-13,202704502
2025-03-14,202781802
2025-03-15,202877132
2025-03-16,202977409
2025-03-18,203084131
2025-03-19,203256468
2025-03-20,203293548
2025-03-22,203523728
2025-03-23,203595993
2025-03-24,203647664
2025-03-25,203722661
2025-03-26,203790264
2025-03-27,203845217
2025-03-31,204130332
2025-04-01,204174468
2025-04-05,204422090
2025-04-06,204426665
2025-04-07,204373818
2025-04-08,204395329
2025-04-09,204402459
2025-04-10,204462690
2025-04-11,204500417
2025-04-12,204537034
2025-04-14,204616265
2025-04-16,204666696
2025-04-17,204717840
2025-04-18,204764953
2025-04-20,204814014
2025-04-24,204848336
2025-04-25,204877656
2025-04-26,204897382
2025-04-27,204927646
2025-04-28,204974395
2025-04-29,204998980
2025-04-30,205086746
2025-05-01,205101360
2025-05-02,205130084
2025-05-03,205152295
2025-05-04,205177000
2025-05-05,205200852
2025-05-06,205228214
2025-05-07,205208458
2025-05-08,205220344
2025-05-10,205216261
2025-05-11,205221745
2025-05-12,205181028
2025-05-13,205176533
2025-05-14,205219957
2025-05-15,205252624
2025-05-16,205263923
2025-05-17,205297604
2025-05-18,205346594
2025-05-19,205410885
2025-05-20,205419004
2025-05-21,205446830
2025-05-22,205445045
2025-05-23,205468958
2025-05-24,205483201
2025-05-28,205500964
2025-05-30,205516956
2025-06-01,205544799
2025-06-02,205594201
2025-06-03,205582094
2025-06-04,205612279
2025-06-05,205612617
2025-06-06,205591442
2025-06-07,205602846
2025-06-09,205641280
2025-06-10,205678681
2025-06-11,205624846
2025-06-12,205656207
2025-06-13,205680826
2025-06-14,205768497
2025-06-15,205853093
2025-06-16,205947205
2025-06-17,205996020
2025-06-18,206086431
2025-06-19,206160014
2025-06-20,206180798
2025-06-21,206210526
2025-06-22,206217332
2025-06-24,206176346
2025-06-25,206182635
2025-06-28,206250366
2025-06-29,206253202
2025-06-30,206280193
2025-07-01,206328325
2025-07-02,206380674
2025-07-03,206409359
2025-07-04,206478512
2025-07-05,206525614
2025-07-06,206645901
2025-07-08,206855623
2025-07-09,206940255
2025-07-12,207207543
2025-07-14,207543348
2025-07-16,207830466
2025-07-17,208011513
2025-07-20,208405390
2025-07-21,208327820
2025-07-23,208449850
2025-07-24,208473932
2025-07-28,208839461
2025-07-29,208985655
2025-07-30,209118250
2025-07-31,209151553
2025-08-01,209264629
2025-08-02,209391699
2025-08-03,209475465
2025-08-04,209557927
2025-08-05,209586816
2025-08-06,209659316
2025-08-07,209720823
2025-08-08,209843284
2025-08-09,209924629
2025-08-10,209942853
2025-08-11,209996990
2025-08-12,210067366
2025-08-13,210096938
2025-08-15,210268311
2025-08-16,210275139
2025-08-17,210328635
2025-08-20,210448110
2025-08-21,210506254
2025-08-23,210634590
2025-08-24,210661616
2025-08-26,210751810
2025-08-27,210813229
2025-08-28,210857856
2025-08-29,210909449
2025-08-30,210918564
2025-09-01,211058642
2025-09-02,211131342
2025-09-04,211208823
2025-09-07,211280845
2025-09-08,211301207
2025-09-10,211325927
2025-09-11,211232346
2025-09-12,211267725
2025-09-13,211313264
2025-09-14,211413788
2025-09-15,211444081
2025-09-16,211478209
2025-09-18,211597750
2025-09-19,211629801
2025-09-21,211680092
2025-09-22,211715028
2025-09-23,211751340
2025-09-25,211802697
2025-09-27,211910831
2025-09-28,211938262
2025-09-29,211987257
2025-09-30,212017441
2025-10-01,212058822
2025-10-02,212129677
2025-10-03,212101864
2025-10-04,212139439
2025-10-05,212166168
2025-10-08,212214612
2025-10-09,212229068
2025-10-11,212335196
2025-10-16,212708739
2025-10-17,212710226
2025-10-18,212807366
2025-10-20,213000442
2025-10-21,213060730
2025-10-23,213209186
2025-10-25,213305341
2025-10-27,213488530
2025-11-02,213956179
2025-11-03,213974851
2025-11-04,213941535
2025-11-05,213953795
2025-11-06,214051214
2025-11-07,214133545
