date,value
2025-03-22,942504546
2025-03-23,944820734
2025-03-24,944115630
2025-03-25,944775037
2025-03-26,945040044
2025-03-27,945226825
2025-03-31,946311019
2025-04-01,945964654
2025-04-05,947101095
2025-04-06,946244250
2025-04-07,945911817
2025-04-08,945446807
2025-04-09,945512828
2025-04-10,944944192
2025-04-11,945191579
2025-04-12,946290177
2025-04-14,946023961
2025-04-16,946430652
2025-04-17,946793423
2025-04-18,946646601
2025-04-20,947245269
2025-04-24,947662783
2025-04-25,949124885
2025-04-26,948999209
2025-04-27,948469784
2025-04-28,949638945
2025-04-29,948886719
2025-04-30,948429085
2025-05-01,949205953
2025-05-02,948941688
2025-05-03,949680013
2025-05-04,950264157
2025-05-05,949103627
2025-05-06,948744598
2025-05-07,948245318
2025-05-08,948130213
2025-05-10,947654793
2025-05-11,947999982
2025-05-12,947098822
2025-05-13,947175132
2025-05-14,948030087
2025-05-15,947160493
2025-05-16,947786809
2025-05-17,947698688
2025-05-18,948869678
2025-05-19,948268979
2025-05-20,946545350
2025-05-21,946597290
2025-05-22,947481229
2025-05-23,947574221
2025-05-24,948133670
2025-05-28,947088681
2025-05-30,946980976
2025-06-01,946400145
2025-06-02,946881436
2025-06-03,945349239
2025-06-04,945438730
2025-06-05,946480524
2025-06-06,946731637
2025-06-07,947087944
2025-06-09,946754815
2025-06-10,946565333
2025-06-11,946750636
2025-06-12,946653228
2025-06-13,948294930
2025-06-14,947919544
2025-06-15,948961870
2025-06-16,950337535
2025-06-17,951011109
2025-06-18,951187364
2025-06-19,952652006
2025-06-20,953845712
2025-06-21,954329632
2025-06-22,953909084
2025-06-24,951931282
2025-06-25,952799452
2025-06-28,953182807
2025-06-29,953235123
2025-06-30,953934176
2025-07-01,954995554
2025-07-02,955961414
2025-07-03,954659967
2025-07-04,955977410
2025-07-05,955866642
2025-07-06,957150580
2025-07-08,957483967
2025-07-09,957456911
2025-07-12,955978299
2025-07-14,955652003
2025-07-16,954507593
2025-07-17,955747461
2025-07-20,952303217
2025-07-21,951976385
2025-07-23,951150300
2025-07-24,950205289
2025-07-28,949920474
2025-07-29,950956967
2025-07-30,951626780
2025-07-31,951591912
2025-08-01,952314548
